id,"replace(replace(replace(campaign.name, char(10), ''), char(13), ''), ',', '')",does the link work,gallery,has a video,does the video work (1/0),direct link,youtube/other (1/0),link,finance,etat,ville,raised_amount,goal_amount,percent,time_left_qty,end_year
105996,Sinclair Holland Jazz Duo Album Development,1,NULL,1,1,https://youtu.be/6tmIWLwvx2w,1,https://www.indiegogo.com/projects/sinclair-holland-jazz-duo-album-development,Flexible Funding, Arizona,Apache Junction,0,5000,0,0,2015
157847,Pearl Long New Album,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/pearl-long-new-album,Flexible Funding, California,Bakersfield,0,50000,0,0,2014
284297,Transition Music,1,3,1,1,https://youtu.be/OYeSgDmWcHA,1,https://www.indiegogo.com/projects/transition-music,Flexible Funding, Illinois,Chicago,0,4000,0,0,2012
219590,New Abandoning Sunday record!,1,2,1,0,NA,NA,https://www.indiegogo.com/projects/new-abandoning-sunday-record,Flexible Funding, Florida,Ormond Beach,696,8500,8,0,2013
222801,Help Hoss get the EP produced,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/help-hoss-get-the-ep-produced,Flexible Funding, Tennessee,Dickson,250,1000,25,0,2013
202776,Regional And State Finalists Awards and Scholarships,1,2,1,1,https://youtu.be/ZZn3zm2Qwo8,1,https://www.indiegogo.com/projects/regional-and-state-finalists-awards-and-scholarships,Flexible Funding, Colorado,Denver,0,20000,0,0,2013
318059,The ShaddowRyderzArmy Fan Club LAUNCH,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/the-shaddowryderzarmy-fan-club-launch,Flexible Funding, Texas,Arlington,0,17500,0,0,2013
270170,help The Dahus record their new single!,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/help-the-dahus-record-their-new-single,Flexible Funding, Virginia,chesapeake,501,500,100,0,2012
45928,Blue Lightning EP,1,7,1,1,https://youtu.be/H1bL88vyaXY,1,https://www.indiegogo.com/projects/blue-lightning-ep,Flexible Funding, Illinois,Chicago,250,12000,2,0,2014
66950,The Mombie 2 - ZEDDY,1,1,1,0,NA,NA,https://www.indiegogo.com/projects/the-mombie-2-zeddy,Fixed Funding, California,Pomona,550,9750,6,0,2014
130702,The Soap Boxers EP,1,4,1,0,NA,NA,https://www.indiegogo.com/projects/the-soap-boxers-ep,Flexible Funding, Texas,Austin,2000,2000,100,0,2013
192276,SHIRLEY'S LEGACY,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/shirley-s-legacy,Flexible Funding, Illinois,Champaign,3166,7500,42,0,2013
319116,Get Lilly Singing Lessons,1,1,1,1,https://youtu.be/t7SDbhEH2Zw,1,https://www.indiegogo.com/projects/get-lilly-singing-lessons,Flexible Funding, New York,Rochester,2,10000,0,0,2013
262268,Ice Nine Kills New Record Campaign!,1,1,1,1,https://youtu.be/fZZ5YkybwIg,1,https://www.indiegogo.com/projects/ice-nine-kills-new-record-campaign,Flexible Funding, Massachusetts,Boston,935,10000,9,0,2012
132472,Bryan Duncan Concert In Venice FL,1,1,1,1,https://youtu.be/WJjEKYSC1yA,1,https://www.indiegogo.com/projects/bryan-duncan-concert-in-venice-fl,Flexible Funding, Florida,Venice,128,500,26,0,2013
203826,TRUTH in FringeNYC 2013,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/truth-in-fringenyc-2013,Flexible Funding, New York,New York,0,5000,0,0,2013
183993,Bring Sound of Silent Film to NYC,1,2,1,1,https://youtu.be/mDy7LOtI-WQ,1,https://www.indiegogo.com/projects/bring-sound-of-silent-film-to-nyc,Flexible Funding, Illinois,Chicago,2451,6000,41,0,2013
152401,Forty Dead Men's Greatest Hits: All Your Favorite Songs You Don't Know Yet,1,4,1,0,NA,NA,https://www.indiegogo.com/projects/forty-dead-men-s-greatest-hits-all-your-favorite-songs-you-don-t-know-yet,Flexible Funding, Texas,Austin,100,4500,2,0,2014
188541,JULIUS SEIZURE: DIY Band Funding New EP,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/julius-seizure-diy-band-funding-new-ep,Flexible Funding, New Jersey,Clifton,1015,1000,101,0,2013
199026,Melodic Ministry for Youth,1,4,1,1,https://youtu.be/zUpBCAqutOI,1,https://www.indiegogo.com/projects/melodic-ministry-for-youth,Flexible Funding, Florida,Daytona Beach,30,2000,2,0,2013
196656,Caitlin Jemma -- Summer tour and Lick Them Wounds album fundraiser,1,1,1,0,NA,NA,https://www.indiegogo.com/projects/caitlin-jemma-summer-tour-and-lick-them-wounds-album-fundraiser,Flexible Funding, California,arcata,45,1500,3,0,2013
78751,Competing Indoor Drumming Vegas Vanguard 2014-2015,1,NULL,1,1,https://youtu.be/JblCOhuQiFA,1,https://www.indiegogo.com/projects/competing-indoor-drumming-vegas-vanguard-2014-2015,Flexible Funding, Nevada,Las vegas,0,1600,0,0,2014
253993,Evola's Golden Arrow is .999.9 percent pure Gold,1,7,1,0,NA,NA,https://www.indiegogo.com/projects/evola-s-golden-arrow-is-999-9-percent-pure-gold,Flexible Funding, Oregon,portland,0,5000,0,0,2012
125632,Alex Vanderspek - LOUD!,1,NULL,1,1,https://youtu.be/IIHMjWz38fo,1,https://www.indiegogo.com/projects/alex-vanderspek-loud,Flexible Funding, California,Menifee,0,5000,0,0,2013
317062,Madison Hunziker's EP Launch,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/madison-hunziker-s-ep-launch,Flexible Funding, Colorado,Colorado Springs,5,22000,0,0,2013
182269,Help Rodger get to the show !,1,1,1,1,https://youtu.be/I2KeQxAjL6M,1,https://www.indiegogo.com/projects/help-rodger-get-to-the-show,Fixed Funding, Washington,Seattle,0,3000,0,0,2013
258153,Aparato's Debut Album!!!,1,2,1,1,http://vimeo.com/35437827,0,https://www.indiegogo.com/projects/aparato-s-debut-album,Flexible Funding, California,Los Angeles,2100,10000,21,0,2012
18468,NaHAr Studios - With the Local Artist and Next Generation on our minds.,1,8,1,1,https://youtu.be/Vb0gK8EbRu0,1,https://www.indiegogo.com/projects/nahar-studios-with-the-local-artist-and-next-generation-on-our-minds,Flexible Funding, Louisiana,Grayson,700,15000,5,0,2014
295236,A Brief View of the Hudson Post Production Fund,1,8,1,1,https://youtu.be/N8m2-m2xrwI,1,https://www.indiegogo.com/projects/a-brief-view-of-the-hudson-post-production-fund,Flexible Funding,NULL,New York City,788,1500,53,0,2012
280191,Send Tuba player on the trip of a lifetime.,1,1,1,0,NA,NA,https://www.indiegogo.com/projects/send-tuba-player-on-the-trip-of-a-lifetime,Flexible Funding, Texas,Marble Falls,0,2500,0,0,2012
63938,Tim Whalen's new album: The Music of Bud Powell,1,NULL,1,1,https://youtu.be/_OMqw78XzIo,1,https://www.indiegogo.com/projects/tim-whalen-s-new-album-the-music-of-bud-powell,Flexible Funding, District of Columbia,Washington,3050,5000,61,0,2014
252736,Help June Divided Make Their Full Length Album!,1,NULL,1,1,https://youtu.be/Q9sJNmeCOvQ,1,https://www.indiegogo.com/projects/help-june-divided-make-their-full-length-album,Flexible Funding, Pennsylvania,Philadelphia,4929,3500,141,0,2012
222722,Singing Career,1,3,1,1,https://youtu.be/IRxwDlmXVfE,1,https://www.indiegogo.com/projects/singing-career,Flexible Funding, West Virginia,Logan,0,30000,0,0,2013
159588,YES Music presents KING JAMES VERSION,1,13,1,1,https://youtu.be/0e-JqzYJ11Q,1,https://www.indiegogo.com/projects/yes-music-presents-king-james-version,Flexible Funding, Nevada,Las Vegas,25,8000,0,0,2014
140348,The Warm Fuzzies' new full length album - Extinction!,1,NULL,1,1,https://youtu.be/L4ZNY4BHN3U,1,https://www.indiegogo.com/projects/the-warm-fuzzies-new-full-length-album-extinction,Flexible Funding, Georgia,Athens,2010,2000,100,0,2014
109557,Yoshi Gish Eastern Tour 2015 - Round 2,1,1,1,1,https://youtu.be/pJG_Zk_4bw0,1,https://www.indiegogo.com/projects/yoshi-gish-eastern-tour-2015-round-2,Flexible Funding, Florida,St Petersburg,0,500,0,0,2015
188866,ENDO,1,4,1,1,https://youtu.be/udIYLCiC-0E,1,https://www.indiegogo.com/projects/endo--206,Flexible Funding, Florida,miami,215,15000,1,0,2013
135332,THE REBEL NATION TOUR,1,2,1,1,https://youtu.be/rvJq3Yl-D44,1,https://www.indiegogo.com/projects/the-rebel-nation-tour,Flexible Funding, New Jersey,Rahway,0,30000,0,0,2014
239800,Senior Project: FOA Never Knew Music Video ft. Blake,1,2,1,1,https://youtu.be/490w5C2Lbk8,1,https://www.indiegogo.com/projects/senior-project-foa-never-knew-music-video-ft-blake,Flexible Funding, California,Sacramento,55,5000,1,0,2011
282569,Let's Help Jan Terri Pay Her Rent!,1,12,1,1,https://youtu.be/_uOwVg2B79E,1,https://www.indiegogo.com/projects/let-s-help-jan-terri-pay-her-rent,Flexible Funding, Illinois,Harwood Heights,895,3000,30,0,2012
271492,Nick Cross Studio Project,1,2,1,1,https://youtu.be/FdJBh_wyZ6o,1,https://www.indiegogo.com/projects/nick-cross-studio-project,Flexible Funding, Tennessee,Nashville,735,7000,11,0,2012
219415,Lady Avalon Album Campaign,1,NULL,1,1,https://youtu.be/glqRRPD-1ms,1,https://www.indiegogo.com/projects/lady-avalon-album-campaign,Flexible Funding, Nevada,Las Vegas,1185,2500,47,0,2013
7837,Th3 Saga Goes To Canada,1,3,1,1,https://youtu.be/ldzd02za7e8,1,https://www.indiegogo.com/projects/th3-saga-goes-to-canada,Flexible Funding, New York,Jamaica,1000,1000,100,0,2014
188709,THE MUSIC MASTERCLASSES VIDEO ARCHIVES,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/the-music-masterclasses-video-archives,Flexible Funding, California,Anaheim Hills,0,15000,0,0,2013
317521,Ruut: New Album 2013,1,2,1,0,NA,NA,https://www.indiegogo.com/projects/ruut-new-album-2013,Flexible Funding, Maryland,Baltimore,3475,6000,58,0,2012
79800,Lift Up the Willows,1,NULL,1,1,https://youtu.be/YilgEXBrVTA,1,https://www.indiegogo.com/projects/lift-up-the-willows,Flexible Funding, Illinois,Every City USA,20,10000,0,0,2014
197576,WENDEL PATRICK - KEVIN GIFT Four Albums on New Year's Day,1,6,1,1,http://vimeo.com/67491706,0,https://www.indiegogo.com/projects/wendel-patrick-kevin-gift-four-albums-on-new-year-s-day,Flexible Funding, Maryland,Baltimore,2376,18000,13,0,2013
207255,Going Green EP,1,NULL,1,1,https://youtu.be/KpEfKYh5Nr4,1,https://www.indiegogo.com/projects/going-green-ep,Flexible Funding, New York,Brooklyn,1145,2500,46,0,2013
311130,Once Upon A Dream,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/once-upon-a-dream,Flexible Funding, Iowa,Fairfield,645,10000,6,0,2012
208570,Beat Box the World,1,NULL,1,1,https://youtu.be/6mxrqLzPpoY,1,https://www.indiegogo.com/projects/beat-box-the-world,Flexible Funding, Tennessee,Knoxville,20,2000,1,0,2013
160603,Against All Odds,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/against-all-odds--8,Fixed Funding, Idaho,Boise,0,50000,0,0,2014
223821,Project X Inspired Shoot,1,3,1,1,https://youtu.be/udJSk2OFFeg,1,https://www.indiegogo.com/projects/project-x-inspired-shoot,Flexible Funding, Georgia,Atlanta,150,1100,14,0,2013
24860,Quinton Randall presents: The Cleanse EP,1,4,1,1,https://youtu.be/Ku6jYE3JfBo,1,https://www.indiegogo.com/projects/quinton-randall-presents-the-cleanse-ep,Flexible Funding, Maryland,Baltimore,945,3000,32,0,2014
136130,Pre-Order Alex Guthrie's Album!,1,6,1,1,https://youtu.be/0kbdqCrefgY,1,https://www.indiegogo.com/projects/pre-order-alex-guthrie-s-album,Flexible Funding, Georgia,Atlanta,8680,8000,109,0,2014
243578,Can you tell 6 word stories?,1,NULL,1,1,https://youtu.be/BoT7QGQWR1g,1,https://www.indiegogo.com/projects/can-you-tell-6-word-stories,Flexible Funding, New York,New York,102,6000,2,0,2011
56006,Matthew Squires & the Learning Disorders New Album,1,2,1,0,NA,NA,https://www.indiegogo.com/projects/matthew-squires-the-learning-disorders-new-album--2,Flexible Funding, Texas,Austin,1605,1200,134,0,2014
281687,Gypsy Rocker Melissa Ivey - Speed of Life,1,2,1,0,NA,NA,https://www.indiegogo.com/projects/gypsy-rocker-melissa-ivey-speed-of-life,Flexible Funding, Colorado,Denver,575,30000,2,0,2012
311474,Abbot Kinney NEW Music,1,20,1,0,NA,NA,https://www.indiegogo.com/projects/abbot-kinney-new-music,Flexible Funding, California,Los Angeles,6170,10000,62,0,2013
7754,UNIR1 FUNDING,1,5,1,1,https://youtu.be/Md_xLe819J0,1,https://www.indiegogo.com/projects/unir1-funding,Flexible Funding, New York,ALTAMONT,0,150000,0,0,2014
242477,New Meeble EP and European tour,1,2,1,1,https://youtu.be/vTgAZxJeEYs,1,https://www.indiegogo.com/projects/new-meeble-ep-and-european-tour,Flexible Funding, Arizona,Phoenix,2769,5000,55,0,2011
231860,Tad Walters & th' Bullfrog Willard McGhee,1,4,1,1,https://youtu.be/8W7VPusUY2I,1,https://www.indiegogo.com/projects/tad-walters-th-bullfrog-willard-mcghee,Flexible Funding, North Carolina,Raleigh,3550,3000,118,0,2010
129560,Help Austin Soundwaves Bring Joy to More Kids this Holiday Season,1,9,1,1,http://vimeo.com/81360947,0,https://www.indiegogo.com/projects/help-austin-soundwaves-bring-joy-to-more-kids-this-holiday-season,Flexible Funding, Texas,Austin,3569,3500,102,0,2014
31012,Speechless and in Love - The Acoustic EP,1,2,1,1,https://youtu.be/s1jKlj3u-Ok,1,https://www.indiegogo.com/projects/speechless-and-in-love-the-acoustic-ep,Fixed Funding, Missouri,Nixa,2600,2400,108,0,2014
142303,Anthony Adams & The Nite Owls New Album,1,1,1,0,NA,NA,https://www.indiegogo.com/projects/anthony-adams-the-nite-owls-new-album,Flexible Funding, Tennessee,nashville,3185,5000,64,0,2014
171535,International Reggae and World Music Awards - IRAWMA,1,4,1,1,https://youtu.be/7E_jbMKQndE,1,https://www.indiegogo.com/projects/international-reggae-and-world-music-awards-irawma,Flexible Funding, Illinois,Chicago,190,150000,0,0,2013
306101,Amhesrt Album,1,NULL,1,1,https://youtu.be/bMWvf5_TLbY,1,https://www.indiegogo.com/projects/amhesrt-album,Flexible Funding, South Carolina,Charleston,0,600,0,0,2012
120774,Bootsy Collins - iGiveAFunk Tour Album & Documentary inspired by YOU!,1,12,1,1,https://youtu.be/t0YBGAfDeG8,1,https://www.indiegogo.com/projects/bootsy-collins-igiveafunk-tour-album-documentary-inspired-by-you,Flexible Funding, Ohio,Cincinnati,20735,40000,52,0,2013
241299,Heidi Kole & Busk The World - UK & Italy!,1,11,1,1,https://youtu.be/RNnx__xFqu0,1,https://www.indiegogo.com/projects/heidi-kole-busk-the-world-uk-italy,Flexible Funding, New York,NYC,830,6000,14,0,2011
140082,StayUP.,1,5,1,1,https://youtu.be/fgIGwlBzk9A,1,https://www.indiegogo.com/projects/stayup,Flexible Funding, Massachusetts,Boston,115,4000,3,0,2014
62674,Katy Goldstein DEBUT ALBUM - Chasing,1,6,1,1,https://youtu.be/iSjETtXezJU,1,https://www.indiegogo.com/projects/katy-goldstein-debut-album-chasing,Flexible Funding, Missouri,Saint Louis,4520,6000,75,0,2014
325759,Stearns Matthews Records His Debut Album: ALL I NEED,1,1,1,1,https://youtu.be/GyN4k5DEgho,1,https://www.indiegogo.com/projects/stearns-matthews-records-his-debut-album-all-i-need,Flexible Funding,NULL,New York,13401,12500,107,0,2013
325199,Help Andy & JT get to Memphis!,1,9,1,1,https://youtu.be/B8nFEqZRLTI,1,https://www.indiegogo.com/projects/help-andy-jt-get-to-memphis,Flexible Funding,NULL,State College,1100,1000,110,0,2013
75888,BACK TO THE SOUL  The New Record by Grayson Hugh,1,11,1,1,https://youtu.be/5X119V9cPUc,1,https://www.indiegogo.com/projects/back-to-the-soul-the-new-record-by-grayson-hugh--2,Flexible Funding, Connecticut,Danbury,25459,40000,64,0,2014
143838,Michigan City Vandals Album Project,1,14,1,0,NA,NA,https://www.indiegogo.com/projects/michigan-city-vandals-album-project,Flexible Funding, Michigan,Benton Harbor,1150,5000,23,0,2014
193249,The Very Most are going to NYC Popfest!,1,2,1,1,https://youtu.be/9AxEIRslwRw,1,https://www.indiegogo.com/projects/the-very-most-are-going-to-nyc-popfest,Flexible Funding, Idaho,Boise,841,650,129,0,2013
149829,Planetentiary,1,1,1,1,https://youtu.be/dw3wZcmL6nY,1,https://www.indiegogo.com/projects/planetentiary,Flexible Funding, Maryland,New Carrollton,335,6500,5,0,2014
259539,PBS MUSIC LITERACY SHOW FOR TWEENS AND TEENS,1,4,1,1,https://youtu.be/yU3Kzh2BhxI,1,https://www.indiegogo.com/projects/pbs-music-literacy-show-for-tweens-and-teens,Flexible Funding, Texas,Austin,1345,9580,14,0,2012
317989,UNIR1 BUSINESS CHANGE MUSIC,1,1,1,1,https://youtu.be/TuAfTCt8eTg,1,https://www.indiegogo.com/projects/unir1-business-change-music,Flexible Funding, New York,albany,25,40000,0,0,2012
61922,TIF's Laptop died!! Please help!,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/tif-s-laptop-died-please-help,Flexible Funding, Utah,Central,498,1500,33,0,2014
152799,Music Video for Film Starring Sleepy Hollow Star Nicole Beharie,1,NULL,1,1,https://youtu.be/F1yMBT_o58E,1,https://www.indiegogo.com/projects/music-video-for-film-starring-sleepy-hollow-star-nicole-beharie,Flexible Funding, New York,New York City,0,12400,0,0,2014
253161,Help a talented family accomplish their dream,1,2,1,1,https://youtu.be/Jj8QC-awuSw,1,https://www.indiegogo.com/projects/help-a-talented-family-accomplish-their-dream,Flexible Funding, Illinois,Aurora,0,5000,0,0,2012
3501,Please help Ryukyu Chimdon Band Tour,1,NULL,1,1,http://vimeo.com/67371152,0,https://www.indiegogo.com/projects/please-help-ryukyu-chimdon-band-tour,Flexible Funding, New York,New York,350,10000,4,0,2014
173356,Ten Miles - Jewish music from Portland Oregon,1,28,1,1,https://youtu.be/rgT7qQUn7-c,1,https://www.indiegogo.com/projects/ten-miles-jewish-music-from-portland-oregon,Flexible Funding, Oregon,Portland,2572,5000,51,0,2013
3175,Help The Chance Fund Their New Album,1,2,1,1,https://youtu.be/zZQEVQct9cU,1,https://www.indiegogo.com/projects/help-the-chance-fund-their-new-album,Flexible Funding, Maryland,Baltimore,1805,2000,90,0,2014
62088,Help fund The World Over's very first tour!!,1,3,1,1,https://youtu.be/JSdbDClDXUM,1,https://www.indiegogo.com/projects/help-fund-the-world-over-s-very-first-tour,Flexible Funding, California,Los Angeles,300,2500,12,0,2014
234346,The Grand St. Stompers,1,5,1,1,https://youtu.be/6sIDR5FIIkw,1,https://www.indiegogo.com/projects/the-grand-st-stompers,Flexible Funding, New York,New York,1410,4000,35,0,2011
56446,Help 14 yr old Hannah take her music to Chicago!,1,5,1,0,NA,NA,https://www.indiegogo.com/projects/help-14-yr-old-hannah-take-her-music-to-chicago,Flexible Funding, Alabama,Lower Alabama,1006,1600,63,0,2014
145930,Fiddlers Without Borders,1,12,1,1,https://youtu.be/zEV84zzxQ64,1,https://www.indiegogo.com/projects/fiddlers-without-borders,Flexible Funding, Missouri,Boone County,2753,4500,61,0,2014
271542,Marilyn Carino and Mudville Album and Tour!,1,9,1,0,NA,NA,https://www.indiegogo.com/projects/marilyn-carino-and-mudville-album-and-tour,Flexible Funding, New York,Brooklyn,1050,25000,4,0,2012
205855,This Is My Suitcase,1,NULL,1,1,http://vimeo.com/72495981,0,https://www.indiegogo.com/projects/this-is-my-suitcase,Flexible Funding, Ohio,Columbus,2717,2500,109,0,2013
251110,Team Power Entertainment,1,2,1,1,https://youtu.be/no-M7WdDyew,1,https://www.indiegogo.com/projects/team-power-entertainment,Flexible Funding, District of Columbia,DMV,0,5000,0,0,2012
143363,'DNA' Music Project with Sons of NWA Hip-Hop Icons Eazy-E and Dr. Dre!,1,13,1,1,https://youtu.be/rei9JNd3rE8,1,https://www.indiegogo.com/projects/dna-music-project-with-sons-of-nwa-hip-hop-icons-eazy-e-and-dr-dre,Flexible Funding, California,Irvine,100,50000,0,0,2014
9487,Janine Santana's Next Latin Jazz Project PART 2,1,18,1,1,https://youtu.be/2qpXr_L_Tlc,1,https://www.indiegogo.com/projects/janine-santana-s-next-latin-jazz-project-part-2,Flexible Funding, Colorado,Denver,464,14000,3,0,2014
197991,Instrument for a lifetime!,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/instrument-for-a-lifetime,Flexible Funding, Indiana,Valparaiso,3100,3000,103,0,2013
280942,The Resource Magazine Vol. 6,1,2,1,1,https://youtu.be/xICkSeAUpH4,1,https://www.indiegogo.com/projects/the-resource-magazine-vol-6,Flexible Funding, California,Oceanside,0,4500,0,0,2012
106291,Planet Earth Debut Album,1,9,1,1,https://youtu.be/5c_Z1K4ILqc,1,https://www.indiegogo.com/projects/planet-earth-debut-album,Flexible Funding, Louisiana,New Orleans,2410,5000,48,0,2015
161774,Atalia's Operatic Debut in Germany,1,22,1,1,https://youtu.be/ydOf5jR7jDg,1,https://www.indiegogo.com/projects/atalia-s-operatic-debut-in-germany,Flexible Funding, California,Redlands,5555,4750,117,0,2014
153651,You Are Beautiful - A Music Video for LGBT Russian Youth,1,3,1,1,https://youtu.be/8Jm_MByncP4,1,https://www.indiegogo.com/projects/you-are-beautiful-a-music-video-for-lgbt-russian-youth,Flexible Funding, Illinois,Chicago,10570,10000,106,0,2014
13672,The Far West Outfit: THE NEW RECORD,1,5,1,1,https://youtu.be/nDgYn23MJ_U,1,https://www.indiegogo.com/projects/the-far-west-outfit-the-new-record,Flexible Funding, New Jersey,Montclair,2470,6000,41,0,2014
319124,Aks Studio Hurricane Sandy Fund,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/aks-studio-hurricane-sandy-fund,Flexible Funding, New York,Brooklyn,7500,7500,100,0,2013
296703,Independent Music Label for Local Artists,1,17,1,1,https://youtu.be/tQNdPgDsenM,1,https://www.indiegogo.com/projects/independent-music-label-for-local-artists,Flexible Funding, Florida,West Palm Beach,50,5000,1,0,2012
323638,Endless Sacrifice CD Fund,1,7,1,1,http://vimeo.com/58277366,0,https://www.indiegogo.com/projects/endless-sacrifice-cd-fund,Flexible Funding, New Jersey,Sicklerville,1318,2000,66,0,2013
141773,Bo Cook's Worship Album,1,1,1,1,https://youtu.be/F4lNNyioo60,1,https://www.indiegogo.com/projects/bo-cook-s-worship-album,Flexible Funding, District of Columbia,Washington,5020,5000,100,0,2014
305240,Bring To Life Massacre MERCH,1,2,1,0,NA,NA,https://www.indiegogo.com/projects/bring-to-life-massacre-merch,Flexible Funding, California,South Lake Tahoe,210,1500,14,0,2012
193366,The Next Step - Exploring 'Opera-tunities' in Germany!,1,NULL,1,1,http://vimeo.com/69036380,0,https://www.indiegogo.com/projects/the-next-step-exploring-opera-tunities-in-germany,Flexible Funding, Washington,Bellingham,3220,5000,64,0,2013
176352,Battle4Cancer 2013,1,2,1,1,https://youtu.be/Bv8Qzw_Jq6Q,1,https://www.indiegogo.com/projects/battle4cancer-2013,Flexible Funding, Mississippi,Biloxi,215,5000,4,0,2013
328662,Six String Raga,1,NULL,1,1,https://youtu.be/PHgb-x_yZ1Q,1,https://www.indiegogo.com/projects/six-string-raga,Flexible Funding, Oregon,Portland,160,2500,6,0,2014
69955,Send ICACDA to Salt Lake City!,1,NULL,1,1,https://youtu.be/0zLE_Qa-QcQ,1,https://www.indiegogo.com/projects/send-icacda-to-salt-lake-city,Flexible Funding, New York,Ithaca,970,12000,8,0,2014
206808,Jinjoo in Alice Schoenfeld International Competition!!,1,NULL,1,1,https://youtu.be/iFh5VfR7klw,1,https://www.indiegogo.com/projects/jinjoo-in-alice-schoenfeld-international-competition,Flexible Funding, Ohio,Cleveland,0,3000,0,0,2013
323315,Sonya McGuire - The Next Chapter,1,2,1,1,https://youtu.be/soFOl5_kHJk,1,https://www.indiegogo.com/projects/sonya-mcguire-the-next-chapter--18,Flexible Funding, Georgia,Atlanta,50,15000,0,0,2013
128918,HEALING-WORLD,1,NULL,1,1,https://youtu.be/vnboghZEeI0,1,https://www.indiegogo.com/projects/healing-world,Flexible Funding, New York,New York,660,11000,6,0,2013
211923,Geography and Other Problems: Pre-order,1,4,1,0,NA,NA,https://www.indiegogo.com/projects/geography-and-other-problems-pre-order,Flexible Funding, California,San Diego,784,1500,52,0,2013
140185,uhlife for e v e r,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/uhlife-for-e-v-e-r,Flexible Funding, California,Los Angeles,155,5000,3,0,2014
280946,Summer Worship Concert in Long Beach,1,1,1,0,NA,NA,https://www.indiegogo.com/projects/summer-worship-concert-in-long-beach,Flexible Funding, California,Long Beach,500,500,100,0,2012
248502,Search & Restore's 2012 Plan,1,85,1,1,http://vimeo.com/32215898,0,https://www.indiegogo.com/projects/search-restore-s-2012-plan,Flexible Funding, New York,New York,10345,200000,5,0,2011
23103,Sam Kohler New Music Ensemble Debut Album,1,NULL,1,1,https://youtu.be/76-odThATJ4,1,https://www.indiegogo.com/projects/sam-kohler-new-music-ensemble-debut-album,Flexible Funding, Louisiana,New Orleans,1365,4500,30,0,2014
139908,New Age Carols,1,5,1,0,NA,NA,https://www.indiegogo.com/projects/new-age-carols,Flexible Funding, Georgia,Marietta,0,9000,0,0,2014
192001,2013 Hymns Arrangement Project,1,2,1,1,http://vimeo.com/64908902,0,https://www.indiegogo.com/projects/2013-hymns-arrangement-project,Flexible Funding, New Jersey,Fort Lee,1130,1000,113,0,2013
3799,Sandy Tar Heads West!,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/sandy-tar-heads-west,Flexible Funding, Ohio,Athens,1115,1750,64,0,2014
107430,ALBUM RELEASE SHOWCASE,1,5,1,1,https://youtu.be/DY4Y1in7Z9I,1,https://www.indiegogo.com/projects/album-release-showcase,Flexible Funding, Georgia,Atlanta,0,20000,0,0,2015
12148,Angel Tears Music Video by Paisley Dickey antibully advocate for thebrandur.com,1,2,1,1,https://youtu.be/01KobB6KXKk,1,https://www.indiegogo.com/projects/angel-tears-music-video-by-paisley-dickey-antibully-advocate-for-thebrandur-com,Flexible Funding, Georgia,Atlanta,1290,4000,32,0,2014
150035,'City Lights' by Eddy J. Free,1,3,1,0,NA,NA,https://www.indiegogo.com/projects/city-lights-by-eddy-j-free,Flexible Funding, Ohio,Cincinnati,400,1000,40,0,2014
278647,Elijah Cross records Revenge,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/elijah-cross-records-revenge,Flexible Funding, Pennsylvania,York,0,2000,0,0,2012
120994,Ode To Omni's live recording Anchors,1,NULL,1,0,NA,NA,https://www.indiegogo.com/projects/ode-to-omni-s-live-recording-anchors,Flexible Funding, Pennsylvania,Philadelphia,1182,7000,17,0,2013
179683,Help boice Finish Making His iPad-Recorded 2nd Album,1,3,1,1,https://youtu.be/hud3qeaonVU,1,https://www.indiegogo.com/projects/help-boice-finish-making-his-ipad-recorded-2nd-album,Flexible Funding, New York,New York,1040,2500,42,0,2013
31693,Hillsong Bound,1,1,1,1,https://youtu.be/k5AJa-tIORY,1,https://www.indiegogo.com/projects/hillsong-bound,Flexible Funding, North Carolina,Banner Elk,635,5500,12,0,2014
49755,A new dream,1,NULL,1,1,https://youtu.be/RwEYYI-AGWs,1,https://www.indiegogo.com/projects/a-new-dream,Flexible Funding, California,San Diego,0,1000000,0,0,2014
212951,Help Kevo Can't Dance record my next album THE MEDIOCRE GATSBY,1,5,1,1,https://youtu.be/i3JBh9Cd3Uc,1,https://www.indiegogo.com/projects/help-kevo-can-t-dance-record-my-next-album-the-mediocre-gatsby,Flexible Funding, Pennsylvania,Huntingdon,116,500,23,0,2013
